source_song,matched_song,similarity
Best Beating Heart (Sing It Loud),Criminals (Katatonia),0.9131280706288184
Closing Time (Semisonic),The Blackest Crow (Megadeth),0.9131259290497902
Ashes (Five Finger Death Punch),Without Conclusion (As I Lay Dying),0.9131252890984274
Definition of Love (Neaera),Disengage (Suicide Silence),0.9131240421260514
The Game (Disturbed),Auge um Auge (In Extremo),0.9131192382332037
Firecracker (Ryan Adams),Streets of Your Town (The Go-Betweens),0.91311866144141
Never Saw Blue Like That (Shawn Colvin),Hey Thats No Way to Say Goodbye (Leonard Cohen),0.9131155691665622
4th Grade Dropout (The Dillinger Escape Plan),Chummified (Cattle Decapitation),0.9131154538714754
Mirror Mirror (Blind Guardian),So (Static-X),0.913114542395051
So Long Goodbye (Sum 41),Fire and Ice (Within Temptation),0.9131143718191775
Walls Of Jericho (Fair to Midland),Mute (Drowning Pool),0.9131121205914648
Its Over Now (112),Geile Zeit (Juli),0.913110882079126
Pirate Song (Alestorm),Heart Heart Heartbreak (Boys Like Girls),0.913109041422388
Make Me Believe (Godsmack),Freedom Fighters (The Music),0.913108705227113
I Wont Be Crying (Infernal),Wild Heart (The Vamps),0.9131074133921412
Game Show (Mad Caddies),No You Girls (Franz Ferdinand),0.9131068781069198
To The End Of The World (Dragonland),Make Your Move (New Found Glory),0.9131066498421099
Tiptoe (Imagine Dragons),All These Things That Ive Done (The Killers),0.9131064434980086
Smile Lines (Incubus),My Despair (In Strict Confidence),0.9131057581519557
Let the Hammer Fall (HammerFall),Hang Them All (Tapes 'n Tapes),0.9131040348316245
Sing (Travis),The Sky Is Falling (Thrice),0.9131006629166386
Breakout (Foo Fighters),This Isnt the End (A Skylit Drive),0.9130999397453032
I Really Hope (The Cranberries),City Noise (Scarling.),0.9130937585625656
Left For Dead (Chimaira),All In A Year (Comeback Kid),0.9130934958672434
A Subtle Dagger (Thrice),Violent Mood Swings (Spineshank),0.9130928373184765
Mind Over Matter (Young the Giant),Antidotum (Kasia Kowalska),0.9130896763337657
Eyes of the Tyrant (Edguy),Electron (Serj Tankian),0.9130870392701583
My Sacrifice (Creed),I Know Them (Ektomorf),0.9130865219190749
Happiness & The Fish (Our Lady Peace),Waiting For The Heavens (Eighteen Visions),0.9130864275628999
Learn to Lose (Hockey),I Hate Love (Garbage),0.9130853381471203
Sister Surround (The Soundtrack of Our Lives),Mystify (INXS),0.9130847104726773
Ella Y Yo (Omara Portuondo),Road Bin (Keren Ann),0.9130846683709868
As We Die (Charon),Song For The Broken (Close Your Eyes),0.9130837973453251
Homesick (Kings of Convenience),Rambling Man (Laura Marling),0.9130833274803011
Darker With the Day (Nick Cave & The Bad Seeds),No Place to Fall (Isobel Campbell & Mark Lanegan),0.9130791895759603
Falling In Love Again (Eagle-Eye Cherry),Intruder Alert (Combichrist),0.9130782354469971
Is It Any Wonder? (Keane),If I Dont Live Today Then I Might Be Here Tomorrow (Mando Diao),0.9130781569988838
Goodbye Earl (Dixie Chicks),El Viejo (La Vela Puerca),0.9130779143602253
You Make It Easy (Air),Dungeness (Athlete),0.9130768342451907
I Can Climb Mountains (Hell Is For Heroes),Blunt Force Trauma (Damageplan),0.913073532805297
Arcarsenal (At the Drive-In),Robots 3 Humans 0 (Norma Jean),0.9130731802385196
Darkness Falls (Nasum),The Only Constant is Change (As I Lay Dying),0.9130728720342989
Louie Louie (The Kingsmen),Keep You (Wild Belle),0.9130707810445003
Streets (Avenged Sevenfold),Never Give Up (New Found Glory),0.9130704213061197
Fire and Ice (Within Temptation),Paradise (Coldplay),0.9130680711893601
Dirty Vampire Feeding Frenzy (Johnny Truant),Psyklon Aeon (Zyklon),0.9130664957854006
Crazy For This Girl (Evan and Jaron),Anne Arbour (The Get Up Kids),0.9130659777812578
Scared (Three Days Grace),Kill (Jimmy Eat World),0.913065096363206
On With the Show (The Lawrence Arms),Even Flow (Pearl Jam),0.9130645007343975
El Viejo (La Vela Puerca),Loving You Is Killing Me (Aloe Blacc),0.9130635688512122
Cast Me Aside (Drowning Pool),What You Deserve (Ill Niño),0.9130635226671757
Let the Hammer Fall (HammerFall),Party All Day (Steel Panther),0.9130627924807675
Superman (Its Not Easy) (Five for Fighting),Olhos Certos (Detonautas Roque Clube),0.9130625857221674
Vanity (Decyfer Down),Ive Tried Everything (The Cribs),0.9130617742292633
Fever Dream (Iron & Wine),Not Going Anywhere (Keren Ann),0.9130586179646341
The One You Love (Rufus Wainwright),Adams Song (blink-182),0.9130573329135603
Rainy Day Woman (Waylon Jennings),Sunday Girl (Blondie),0.9130512328988727
Live Again (Sevendust),A Flight and a Crash (Hot Water Music),0.9130497190025203
(Go To) California (Rob Zombie),The First Single (The Format),0.9130460526300793
Words Of Love (Hyde),Nuclear Generators (The Suicide Machines),0.9130414920611303
Stone Cold Crazy (Metallica),Conflict (Disturbed),0.9130414613807208
Descent (Fear Factory),Things Ill Never Say (Avril Lavigne),0.9130396950868443
No Shelter (Rage Against the Machine),Everything Is Under Control (Coldcut),0.9130382547454978
All I Can Do Is Write About It (Lynyrd Skynyrd),Hannah Hold On (The Get Up Kids),0.913038038917613
Looking Over My Shoulder (Elliott Smith),Cool Water (Johnny Cash),0.9130373985274584
Say Anything (Good Charlotte),Intruder Alert (Combichrist),0.9130369881883666
Indigo (Moloko),Cant Take It With You (Eric Church),0.9130369294998424
The Long Run (Eagles),Dont Break My Heart (UB40),0.9130351085904237
Inner Strength (Flaw),Watch Me Bleed (Tears for Fears),0.9130313198053435
Need You Like a Drug (Zeromancer),Fucker (Strapping Young Lad),0.9130293134911716
Mirror Mirror (Blind Guardian),Neglected (Edgewater),0.9130290966333626
Vater (Soap&Skin),Who Can I Turn To (When Nobody Needs Me) (Tony Bennett),0.9130273025326814
It Was Mine (AFI),Rest In Pieces (Saliva),0.9130259117840983
Burn Them Prisons (Leftöver Crack),Out Of The Blue (Ash),0.9130229945395053
Like That Girl (Fatty Koo),Heartless (Kanye West),0.9130229266393479
Only Ashes (Something Corporate),Let Go Control (Saosin),0.9130218738931446
What I Have To Do (Flaw),Almost Golden (Courtney Love),0.9130192551438933
O Valencia! (The Decemberists),MASQUERADE (Versailles),0.9130189513150873
The Last Kiss (AFI),Injection (Rise Against),0.9130158178794083
Cult Logic (Miike Snow),Best Days Of Your Life (Kellie Pickler),0.9130145466195508
Stormwind (Ari Koivunen),You Dont Understand (Sebastian Bach),0.9130144357408533
I Really Hope (The Cranberries),Death Dies Hard (Deathstars),0.9130137646665594
Smoking Gun (Robert Cray),New York City Boy (Pet Shop Boys),0.9130135039732803
Anne Arbour (The Get Up Kids),Exotic-6-Cordinator (Blood Stain Child),0.9130113239515059
Such the Fool (Sikth),No Life (Slipknot),0.9130082760030247
Roll with Me (Montgomery Gentry),Every Night (Imagine Dragons),0.9130070199327389
Lisbon (Angra),Someone Elses Bed (Hole),0.9130055811949058
Love Generation (Bob Sinclar),Der Kommissar (Falco),0.9130043398839603
Beautiful Disgrace (Orgy),Decode (Paramore),0.9130029818336304
Check (Zebrahead),Too Many Times (Kai Tracid),0.9130022515290114
O Girlfriend (Weezer),All Secrets Known (Alice in Chains),0.9129998188498255
Impressed (Natalie Imbruglia),Release Me (Agnes),0.9129988369433435
Henrietta (The Fratellis),I Dont Wanna Stop (Ozzy Osbourne),0.9129982243648721
Inspiration On Demand (Shadows Fall),Limassol (Maxïmo Park),0.9129979123807613
Everyone (Adema),Search Party (Enter Shikari),0.9129968305798414
Always Have Always Will (Ace of Base),Louie Louie (The Kingsmen),0.9129950369877292
The Somber Lay (Eluveitie),Kjærlighet (I Killed the Prom Queen),0.9129940880389359
Gimme Stitches (Foo Fighters),Ladybug (Kim Fox),0.9129896269837493
Zodiac Virtues (Diablo Swing Orchestra),Spiralling (Keane),0.9129871731895204
A Little More (Skillet),Pages (3 Doors Down),0.9129834013513689
Crazy For This Girl (Evan and Jaron),The Final Sacrifice (Avantasia),0.912978511588636
Shining Light (Ash),Our Velocity (Maxïmo Park),0.9129784583562394
Our Lips Are Sealed (The Go-Go's),Holding Out for a Hero (Bonnie Tyler),0.9129768264396969
Waiting For The Heavens (Eighteen Visions),Sick (Evanescence),0.9129767247652076
Socker (Kent),Rush Apart (The Rural Alberta Advantage),0.9129715795206415
The Last Ammunition (Deathstars),New Disease (Spineshank),0.9129703485353451
You Never Had It (The Magic Numbers),Wasted (Tiësto),0.9129694254500862
Hopeless Case (Less Than Jake),Back to the Start (Lily Allen),0.912968848753923
Emotions (Mariah Carey),Catch Me If You Can (M. Pokora),0.9129680255192829
Ghost In The Mirror (Memphis May Fire),Amorphous (Versailles),0.9129670250631445
Mind Over Matter (Young the Giant),Rollercoaster (Bleachers),0.9129654947880326
Golden Pendulum (The Big Pink),Breaking the Chains (Dokken),0.9129643178442431
Boys On The Radio (Hole),This Celluloid Dream (AFI),0.9129635190251703
Spirit Never Die (Masterplan),There is a Light That Never Goes Out (Dum Dum Girls),0.912963289136332
Wäre er echt (Kettcar),Daybreaker (Beth Orton),0.9129595317715726
Curve of the Earth (Matt Nathanson),Black Heart (Stooshe),0.9129586947802277
Angels Son (Sevendust),Tall Tales Taste Like Sour Grapes (Fair to Midland),0.9129571337962291
Anne Arbour (The Get Up Kids),Im Not the One (Sum 41),0.9129569437707917
Vision Of Nowness (The Go-Go's),Unexpected Places (The Academy Is...),0.912953333346012
Angry Nerd Rock (The Ataris),The Afternoons Hat (Arctic Monkeys),0.9129504308363897
Great Depression (Soulfly),Twenty Two (Millencolin),0.9129503908399803
WTFWJD (I Set My Friends on Fire),Kate Moss (Organek),0.9129486149189451
Council Estate (Tricky),Picture Perfect (Every Avenue),0.9129484960860806
El camino (Callaghan),The Size Of A Cow (The Wonder Stuff),0.9129484416529751
Himmelskind (Die Apokalyptischen Reiter),Panic in the Pentagram (Powerwolf),0.9129481704993495
We Damn The Night (Helloween),By the Way (Red Hot Chili Peppers),0.9129461811258845
Back & Forth (Foo Fighters),I Wanna Be Your Boyfriend (Ramones),0.9129425196870642
Wish I Could (Norah Jones),Foolish Games (Jewel),0.912941276567139
Crazy For This Girl (Evan and Jaron),Amorphous (Versailles),0.9129409959335703
Bisbee Blue (Calexico),Two Shoes (The Cat Empire),0.9129404355556647
Sister Surround (The Soundtrack of Our Lives),Chocolate (Snow Patrol),0.9129395911454813
Mutt (blink-182),Figured You Out (Nickelback),0.9129388422105228
My Goodbyes (Saliva),Its Not Me (3 Doors Down),0.9129373305916685
Novella (Funeral for a Friend),Nerve Damage (Lifehouse),0.9129365847893138
Make Me Believe (Godsmack),Graduate (Third Eye Blind),0.9129358694096348
Auf Achse (Franz Ferdinand),Given (Seether),0.9129310268775146
Forget Everything (New Found Glory),Remedy (Seether),0.9129301487612452
Chicago Is So Two Years Ago (Fall Out Boy),Superficial (Natalia Kills),0.9129300897613649
Whos Going Home With You Tonight? (Trapt),This Is Love (will.i.am),0.9129281449805178
Singular Indestructible Droid (Papa Roach),Everlong (Foo Fighters),0.9129266135750636
How Can Anybody Possibly Know How I Feel? (Morrissey),If We Were (Belinda),0.9129265802469028
Eons (311),Kill the Messenger (Jack's Mannequin),0.9129237207506995
Secret Valentine (We the Kings),In Shallow Seas We Sail (Emery),0.9129234563540011
Limassol (Maxïmo Park),Single Girl (Lush),0.9129229844806518
Before Too Long (Paul Kelly),I Wanna Be Your Boyfriend (Ramones),0.9129226921102536
Soul Into Hades (Lacuna Coil),Debris (Theatre of Tragedy),0.9129214152443438
Cain (Tiamat),Never Cry Again (Dash Berlin),0.9129204155148622
Better Than Revenge (Taylor Swift),Tell Me a Lie (One Direction),0.9129193664756974
My Fathers Son (Joe Cocker),Breaks My Heart (Monica),0.9129184145340256
The Life Of Riley (The Lightning Seeds),Crying Lightning (Arctic Monkeys),0.9129177407507153
Oh Messy Life (Cap'n Jazz),If You Dont Like It (Cinderella),0.9129174209376056
Bring It (Soulfly),We Rock (Dio),0.9129164758077303
My Sacrifice (Creed),Sick (Evanescence),0.9129158029890464
Closing Time (Semisonic),Madder Red (Yeasayer),0.9129150193995048
Below (Combichrist),Last Jungle (Sub Focus),0.9129134720029909
Save Me From Myself (Head),Seven Hours (Greeley Estates),0.912909812051734
Everyone (Adema),And I (Box Car Racer),0.9129082300111961
Great Big White World (Marilyn Manson),Mad About You (Hooverphonic),0.9129073599781192
Kill (Jimmy Eat World),Betty Blue (The 69 Eyes),0.9129026692257144
Is It Any Wonder? (Keane),Thats What She Said (The Automatic),0.9128995861137783
Dont Confess (Tegan and Sara),Angel eyes (Rue du Soleil),0.9128995039765411
The Antidote (Story of the Year),Brixton (Zebrahead),0.9128994077985303
Invisible Man (Theory of a Deadman),The First Drop (Rise Against),0.9128941188412838
Kick Some Ass (Stroke 9),ALONE EN LA VIDA (L'Arc~en~Ciel),0.9128936517609719
In Our Tears (Secret Garden),The Valley of the Moon (Lisa Gerrard),0.9128935768704333
Losing Lisa (Ben Folds),Hospital Food (David Gray),0.9128925751302036
I Waited for You (Simian Mobile Disco),Sinister Exaggerator (The Residents),0.9128921679942936
Lost Without You (Delta Goodrem),Floating Vibes (Surfer Blood),0.9128920076266829
My Morning Song (The Black Crowes),I Can Climb Mountains (Hell Is For Heroes),0.9128920069278752
National Express (The Divine Comedy),Suicide on My Mind (Angtoria),0.9128897334009204
The Final Sacrifice (Avantasia),Only Ashes (Something Corporate),0.9128894234986991
Leave This World Behind (Kreator),Heretic (Avenged Sevenfold),0.9128889576800219
Frozen Candle (Edguy),A Giant In a Giants World (Memphis May Fire),0.9128887571031499
Through Being Cool (Saves the Day),Albtraum (In Extremo),0.9128879790560389
Im With Stupid (Static-X),Something I Call Personality (New Found Glory),0.9128841055274792
Orange Appled (Cocteau Twins),Entwined (Coal Chamber),0.91288350211348
Delta Bay (Empire of the Sun),Not Giving Up (The Saturdays),0.9128819862894835
(I Cant Get No) Satisfaction (The Rolling Stones),Crying at the Discoteque (Alcazar),0.9128819630770847
Late Again (MxPx),High Road (Mastodon),0.9128806567681422
We Cant Rewind (Feeder),Clankiller (Wolfchant),0.9128804528435417
Broken Home (Papa Roach),Blow It Away (Adema),0.9128795383001338
Take It (Staind),I Stand Alone (Godsmack),0.9128755278495904
Bring It (Snakes On A Plane) (Cobra Starship),Darling Harbour (Silverstein),0.9128738266458197
How Can I Live (Ill Niño),Rip The Heart Out Of Me (Adema),0.9128736218047325
Leave This World Behind (Kreator),The Never-Ending Why (Placebo),0.9128718540155597
Puppet (Thousand Foot Krutch),Low Mode (Goose),0.912871039397539
Electric Lady (Tesla Boy),Bad Boys (Alexandra Burke),0.9128686622048834
Parasites of Catastrophe (Dying Fetus),Jäässä Varttunut (Kivimetsän Druidi),0.9128683466306382
Reflect (Maor Levi),Friends And Traitors (Raised Fist),0.9128659432059865
Forget My Name (New Found Glory),Bonecrusher (Senses Fail),0.9128643205331806
Away From Me (Puddle of Mudd),Hopeless Host (Finch),0.9128633598225607
Lagoon (Nightwish),When I Needed You (Supergrass),0.9128628211427922
Blackmail The Universe (Megadeth),Sverddans (Burzum),0.9128620756230001
Hyperactive (Riverside),Guilt (Nero),0.9128618653308066
Becky (Be Your Own Pet),Zombie Dance (Escape the Fate),0.912861663855178
Cast Me Aside (Drowning Pool),Nuclear Bitch (Jesus On Extasy),0.9128616496712619
Amanita (Animal Collective),Midnight Memories (One Direction),0.9128595701206077
The Odyssey (Orgy),Friends Forever (PUFFY),0.9128589933317958
Gunman (Them Crooked Vultures),Simple Man (Lynyrd Skynyrd),0.9128584886874712
A Subtle Dagger (Thrice),Make Me Believe (Godsmack),0.9128582385713793
Wir sind ja schließlich nicht Metallica (Jupiter Jones),Be-Headed (Marathon Man) (From First to Last),0.9128571275761214
A Future Uncertain (Nevermore),Back Round (Wolfmother),0.912856968895066
The Last Kiss (AFI),Sadistic Magician (Municipal Waste),0.9128561630809559
From the Inside (Linkin Park),You Guys Want One Of These? (The Flatliners),0.9128561553816392
Drunk Again (Reel Big Fish),A Ghost Before The Wall (Asaf Avidan & The Mojos),0.9128549138480527
Misled (Evergrey),Gone Too Soon (Simple Plan),0.9128543700684686
Jennys Cryin (Dope),Your Bore (Seether),0.9128539628960739
Rainbow Box (Riverside),Dirty Words (The Qemists),0.9128535305421617
Joe Le Taxi (Hanayo),Trip down the Nile (MRK1),0.9128511989479474
Vapor (Skillet),Betrayed Me (Adema),0.9128484857508653
Sexx Laws (Beck),Dig In (Lenny Kravitz),0.912846033986547
Lacrimarum (To/Die/For),No Saving Me (Walls of Jericho),0.9128459815976305
Car Chase City (Tenacious D),Like Callisto to a Star in Heaven (Trivium),0.9128439133336432
The Gael (Cruachan),Johnny Carl Morton (Steamhammer),0.9128436609687945
The Dream Seeker (Dragonland),175 (Big D And The Kids Table),0.9128432997247504
Compliment (Collective Soul),Roses to No One (Edguy),0.9128431242261542
The Lovers Are Losing (Keane),God Bless You (Black Veil Brides),0.9128429822759901
By Chance (Sophie Ellis-Bextor),International Bullet Proof Talent (Bauhaus),0.9128426909062035
Burn the Evil (The Berzerker),I Krig (Vreid),0.9128384964326661
Deep Silent Complete (Nightwish),Fanatic (Colony 5),0.9128357736681985
Hand Over Fist (Rush),Sangria (Blake Shelton),0.9128322000354758
T.V. (blink-182),Year 3000 (Busted),0.9128320942476177
